countryname,countrycode,date,c1_schoolclosing,c1_flag,c2_workplaceclosing,c2_flag,c3_cancelpublicevents,c3_flag,c4_restrictionsongatherings,c4_flag,c5_closepublictransport,c5_flag,c6_stayathomerequirements,c6_flag,c7_restrictionsoninternalmovemen,c7_flag,c8_internationaltravelcontrols,e1_incomesupport,e1_flag,e2_debtcontractrelief,e3_fiscalmeasures,e4_internationalsupport,h1_publicinformationcampaigns,h1_flag,h2_testingpolicy,h3_contacttracing,h4_emergencyinvestmentinhealthca,h5_investmentinvaccines,m1_wildcard,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,legacystringencyindex,legacystringencyindexfordisplay
Azerbaijan,AZE,20200322,3,1,0,,2,1,4,1,0,,0,,2,0,3,0,,0,0,0,2,1,2,1,0,0,,53,1,60.720001,60.720001,60.950001,60.950001
Burundi,BDI,20200322,0,,0,,0,,0,,0,,0,,0,,3,,,,0,,2,1,0,0,0,0,,,,19.440001,19.440001,22.860001,22.860001
Belgium,BEL,20200322,2,1,3,1,2,1,4,1,0,,2,1,2,1,4,,,,0,,2,1,1,1,0,0,,2815,67,83.599998,83.599998,79.290001,79.290001
Burkina Faso,BFA,20200322,3,1,3,0,2,1,1,1,2,0,2,1,2,1,4,,,,0,,2,1,1,2,0,0,,64,3,85.059998,85.059998,88.809998,88.809998
Bangladesh,BGD,20200322,3,1,3,0,2,1,4,1,2,0,2,0,2,0,2,0,,0,0,0,2,1,2,1,0,0,,24,2,79.110001,79.110001,78.330002,78.330002
Bulgaria,BGR,20200322,3,1,1,1,2,1,,,0,,,,2,1,3,0,,0,0,0,2,1,1,0,0,0,,163,3,58.599998,58.599998,72.860001,72.860001
Bahrain,BHR,20200322,3,1,2,1,2,1,4,1,0,,1,1,1,1,3,0,,0,0,0,2,1,2,2,0,0,,306,1,74.199997,74.199997,71.669998,71.669998
Bosnia and Herzegovina,BIH,20200322,3,1,3,1,2,1,4,1,2,1,3,0,2,1,3,,,,0,,2,1,2,0,0,0,,92,1,94.050003,94.050003,94.290001,94.290001
Belize,BLZ,20200322,3,1,1,0,2,1,3,1,0,,0,,0,,4,1,1,0,0,,2,1,0,0,0,0,,,,56.220001,56.220001,57.860001,57.860001
Bermuda,BMU,20200322,3,1,1,1,2,1,,,2,1,,,0,,4,,,,0,,2,1,1,2,0,0,,2,0,61.369999,61.369999,75.709999,75.709999
Bolivia,BOL,20200322,3,1,3,0,2,1,4,1,2,1,2,1,2,1,3,,,,,,2,,0,1,,,,20,0,88.230003,88.230003,85.949997,85.949997
Brazil,BRA,20200322,3,0,3,0,2,0,3,0,2,0,1,0,2,0,3,,,,10862120914,,2,1,1,0,0,0,,1128,18,67.739998,67.739998,72.860001,72.860001
Barbados,BRB,20200322,0,,0,,2,1,,,0,,,,1,1,2,,,,0,,2,1,2,2,0,0,,14,0,34.919998,34.919998,43.810001,43.810001
Brunei,BRN,20200322,3,1,0,,0,,0,,0,,,,0,,4,0,,0,0,0,2,1,2,1,0,0,,83,0,33.330002,33.330002,40,40
Botswana,BWA,20200322,3,1,0,,2,1,,,0,,,,0,,4,0,,0,0,0,2,1,0,0,0,0,,,,44.439999,44.439999,54.290001,54.290001
Canada,CAN,20200322,3,1,3,0,2,0,3,1,0,,2,1,2,0,4,2,1,0,0,0,2,1,3,1,562,191,,1302,18,74.739998,74.739998,72.860001,72.860001
Switzerland,CHE,20200322,3,1,3,1,2,1,4,1,0,,2,1,1,1,3,2,0,1,0,0,2,1,1,1,0,0,,6077,56,79.489998,79.489998,76.43,76.43
Chile,CHL,20200322,3,1,1,1,2,0,,,2,,,,0,,3,,,,0,,2,1,0,0,0,,,537,0,52.25,52.25,63.330002,63.330002
China,CHN,20200322,3,0,3,0,2,0,4,0,2,0,,,1,0,2,,,,0,,1,1,2,2,0,0,,81346,3265,56.369999,56.369999,62.380001,62.380001
Cameroon,CMR,20200322,3,1,0,,2,1,3,1,1,1,0,,1,1,3,0,,0,0,0,0,,0,0,0,0,,27,0,53.959999,53.959999,56.189999,56.189999
Democratic Republic of Congo,COD,20200322,3,1,2,0,2,0,,,1,0,,,2,0,3,,,,0,,2,1,1,1,,0,,23,1,55.700001,55.700001,68.099998,68.099998
Colombia,COL,20200322,3,1,1,1,2,1,3,1,0,,,,0,,0,0,,2,0,0,2,1,2,0,0,0,,210,1,48.279999,48.279999,50,50
Cape Verde,CPV,20200322,,0,,,2,1,0,,,,1,0,2,0,3,,,,435,,2,1,2,,0,,,3,0,41.139999,41.139999,46.669998,46.669998
Costa Rica,CRI,20200322,3,1,3,1,2,1,0,,2,0,0,,2,1,4,0,,1,0,0,2,1,2,2,0,0,,117,2,74.610001,74.610001,92.379997,92.379997
Cuba,CUB,20200322,0,,0,,2,1,,,0,,,,0,,3,0,,0,0,0,2,1,2,1,0,0,,25,1,30.559999,30.559999,37.139999,37.139999
Cyprus,CYP,20200322,3,1,2,1,2,1,0,,0,,0,,0,,4,,,,0,,2,1,0,1,0,0,,84,0,52.91,52.91,65,65
Czech Republic,CZE,20200322,3,1,3,1,2,1,3,1,0,,2,1,2,0,3,,,,0,,2,1,1,2,0,0,,995,0,78.309998,78.309998,76.43,76.43
Germany,DEU,20200322,3,1,1,1,2,1,4,1,0,,2,0,2,0,3,2,0,0,0,0,2,0,1,1,0,0,,21463,67,68.660004,68.660004,63.330002,63.330002
Djibouti,DJI,20200322,3,1,3,1,0,,,,0,,,,0,,4,,,,0,,2,1,3,2,,0,,1,0,44.439999,44.439999,54.290001,54.290001
Dominica,DMA,20200322,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,2,1,1,1,,0,,,,13.89,13.89,17.139999,17.139999
Denmark,DNK,20200322,3,1,2,1,2,1,4,1,1,1,1,1,1,1,4,,,,0,,2,1,1,1,0,0,,1326,13,84.120003,84.120003,84.050003,84.050003
Dominican Republic,DOM,20200322,3,1,3,1,2,1,,,2,1,,,2,1,4,,,,0,,2,1,2,1,0,0,,112,3,77.779999,77.779999,97.139999,97.139999
Algeria,DZA,20200322,3,1,0,,2,1,0,,0,,0,,0,,3,,,,0,,1,1,1,0,100000000,0,,139,15,37.700001,37.700001,46.669998,46.669998
Ecuador,ECU,20200322,3,1,3,1,2,1,3,1,2,1,2,1,2,1,4,0,,2,0,0,2,1,0,1,0,0,,532,7,95.370003,95.370003,97.139999,97.139999
Egypt,EGY,20200322,3,1,3,0,2,1,,,2,1,,,2,1,3,0,,0,0,0,0,,1,2,0,0,,285,8,60.720001,60.720001,76.43,76.43
Spain,ESP,20200322,3,1,2,1,2,1,1,0,1,1,2,1,1,1,4,,,1,0,,2,1,1,1,0,0,,24926,1326,77.639999,77.639999,85.239998,85.239998
Estonia,EST,20200322,3,1,0,,2,1,3,1,0,,0,,2,1,3,0,,1,0,,2,1,1,0,0,0,,306,0,61.900002,61.900002,65.709999,65.709999
Ethiopia,ETH,20200322,3,1,0,,2,1,,,0,,,,0,,1,0,,0,0,0,2,1,1,2,0,0,,9,0,36.110001,36.110001,45.709999,45.709999
Finland,FIN,20200322,2,1,2,1,2,1,2,1,1,0,1,1,1,1,4,1,1,0,0,,2,1,1,1,0,0,,521,1,74.330002,74.330002,75.709999,75.709999
France,FRA,20200322,3,1,3,1,2,1,2,1,1,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,,14459,562,89.410004,89.410004,92.379997,92.379997
Gabon,GAB,20200322,3,1,2,1,2,1,4,1,1,1,0,,0,,4,0,,0,0,0,1,1,2,0,0,0,,3,1,67.190002,67.190002,69.760002,69.760002
United Kingdom,GBR,20200322,0,,2,1,2,1,0,,0,,0,,1,1,0,2,0,2,0,,2,1,1,0,0,0,,5018,250,37.830002,37.830002,48.810001,48.810001
Ghana,GHA,20200322,3,1,0,,2,1,,,0,,,,0,,4,0,,0,0,0,2,1,1,2,0,0,,21,1,44.439999,44.439999,54.290001,54.290001
Gambia,GMB,20200322,3,,1,1,1,1,3,1,0,,1,1,1,1,3,,,,0,,2,1,1,1,0,0,,1,0,62.43,62.43,61.669998,61.669998
Greece,GRC,20200322,3,1,0,,2,1,4,1,0,,,,2,0,2,,,,0,,2,1,0,0,0,0,,530,13,57.939999,57.939999,58.099998,58.099998
Greenland,GRL,20200322,0,,0,,2,1,3,1,2,1,1,1,2,0,3,,,,0,,0,,3,1,0,0,,2,0,53.439999,53.439999,46.669998,46.669998
Guatemala,GTM,20200322,3,1,3,1,2,1,4,1,2,1,,,2,1,3,,,,0,,2,1,1,2,0,0,,17,1,86.110001,86.110001,94.290001,94.290001
Guam,GUM,20200322,3,1,3,1,2,1,4,1,0,,1,1,0,,3,,,,0,,2,1,0,0,0,0,,15,1,69.709999,69.709999,72.860001,72.860001
Guyana,GUY,20200322,3,1,0,,1,,,,0,,,,1,1,3,,,,,,2,1,1,0,,0,,5,1,41.669998,41.669998,51.43,51.43
Hong Kong,HKG,20200322,3,1,0,,2,1,0,,0,,1,1,0,,3,1,0,2,0,0,2,1,2,2,0,0,,317,4,47.48,47.48,58.57,58.57
Honduras,HND,20200322,3,1,3,1,2,1,,,2,1,,,2,1,4,0,,0,0,0,2,1,2,1,0,0,,26,0,77.779999,77.779999,97.139999,97.139999
Croatia,HRV,20200322,3,1,3,1,2,1,4,1,2,1,,,0,,4,,,,0,,2,1,1,,0,0,,206,0,77.779999,77.779999,82.860001,82.860001
Hungary,HUN,20200322,3,1,2,0,2,1,1,1,1,1,,,1,1,4,,,,0,,2,1,1,2,0,0,,131,4,69.18,69.18,80.480003,80.480003
Indonesia,IDN,20200322,3,0,1,1,1,1,0,,0,,0,,1,1,3,0,,0,0,0,2,1,1,1,0,0,,450,38,47.48,47.48,59.759998,59.759998
India,IND,20200322,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,0,,2,0,0,2,1,1,2,0,0,,320,4,100,100,97.139999,97.139999
Ireland,IRL,20200322,3,1,1,1,2,1,4,1,1,1,0,,0,,0,1,1,0,0,,2,1,2,1,0,0,,785,3,57.400002,57.400002,59.52,59.52
Iran,IRN,20200322,3,1,3,0,2,1,0,,0,,1,1,2,1,0,0,,2,0,0,1,1,0,0,0,0,,20610,1556,54.23,54.23,63.099998,63.099998
Iraq,IRQ,20200322,3,1,3,1,2,1,4,1,2,0,2,0,2,1,3,0,,0,0,,2,1,2,0,0,0,,214,17,88.230003,88.230003,89.519997,89.519997
Iceland,ISL,20200322,2,1,2,1,2,1,3,1,0,,0,,0,,2,,,,0,,2,1,3,2,0,0,,473,1,53.830002,53.830002,55.709999,55.709999
Israel,ISR,20200322,3,1,2,1,2,1,4,1,1,1,,,2,1,4,0,,2,0,0,2,1,1,2,0,0,,883,1,82.269997,82.269997,88.809998,88.809998
Italy,ITA,20200322,3,1,3,1,2,1,4,1,1,1,3,1,2,1,3,1,0,1,0,,2,1,2,2,0,0,,53578,4827,93.25,93.25,89.519997,89.519997
Jamaica,JAM,20200322,3,1,1,1,2,1,3,1,0,,3,0,2,0,4,,,,182257000,,2,1,1,1,,,,19,0,75.269997,75.269997,72.139999,72.139999
Jordan,JOR,20200322,3,1,3,1,2,1,4,1,2,1,2,1,2,1,3,,,,0,,2,1,2,1,,,,84,0,94.580002,94.580002,94.290001,94.290001
Japan,JPN,20200322,1,1,1,1,1,1,0,,0,,1,1,1,1,2,0,,0,0,0,2,1,1,1,0,0,,1046,36,48.400002,48.400002,53.330002,53.330002
Kazakhstan,KAZ,20200322,3,1,0,,2,1,4,0,2,0,2,0,2,0,3,,,,0,,2,1,1,0,0,0,,56,0,70.779999,70.779999,70.480003,70.480003
Kenya,KEN,20200322,3,1,1,1,2,1,4,1,1,1,,,0,,3,0,,1,0,,2,1,1,1,0,0,,7,0,65.739998,65.739998,68.099998,68.099998
Kyrgyz Republic,KGZ,20200322,3,1,0,,2,1,3,1,1,0,,,0,,4,,,,0,,0,,1,1,0,0,,14,0,46.43,46.43,44.759998,44.759998
South Korea,KOR,20200322,3,1,2,1,2,1,3,1,0,,2,1,2,1,3,0,,1,0,0,2,1,3,2,0,0,,8897,104,78.830002,78.830002,76.43,76.43
Kuwait,KWT,20200322,3,1,3,0,2,1,4,1,2,1,2,1,0,,3,0,,0,,,2,1,2,2,1600000000,0,,176,0,80.290001,80.290001,87.139999,87.139999
Laos,LAO,20200322,3,1,1,1,1,1,0,,0,,0,,0,,2,,,,0,,0,,,0,0,0,,,,29.629999,29.629999,36.669998,36.669998
Lebanon,LBN,20200322,3,1,3,1,2,1,,,2,1,,,2,1,3,,,,0,,2,1,1,1,0,0,,230,4,75,75,94.290001,94.290001
Libya,LBY,20200322,3,1,1,1,2,0,4,1,2,1,2,1,2,1,4,,,,0,,2,1,0,1,0,0,,,,88.889999,88.889999,90,90
Sri Lanka,LKA,20200322,3,1,3,1,2,1,,,1,1,,,2,1,3,,,,0,,2,1,1,2,0,0,,78,0,71.029999,71.029999,89.519997,89.519997
Lesotho,LSO,20200322,3,1,2,1,2,1,4,1,0,,2,1,0,,2,,,,0,,2,1,0,0,0,0,,,,66.93,66.93,70,70
Luxembourg,LUX,20200322,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,2,0,0,,670,8,82.269997,82.269997,80.949997,80.949997
Macao,MAC,20200322,3,1,0,,2,1,0,,0,,0,,0,,3,,,,0,,2,1,1,2,0,0,,24,0,41.669998,41.669998,51.43,51.43
Morocco,MAR,20200322,3,1,3,1,2,1,2,1,2,0,2,1,2,0,3,,,,0,,2,0,2,0,0,0,,96,3,81.089996,81.089996,81.190002,81.190002
Moldova,MDA,20200322,3,1,2,1,2,1,4,1,0,,0,,0,,4,,,,0,,1,1,1,1,0,0,,80,1,60.049999,60.049999,60.240002,60.240002
Madagascar,MDG,20200322,3,1,2,1,2,1,3,1,2,1,0,,2,1,4,,,,0,,2,1,1,1,3700000,0,,3,0,84.260002,84.260002,93.57,93.57
Mexico,MEX,20200322,0,,0,,0,,,,0,,,,0,,3,,,,0,,0,,0,1,0,0,,251,2,8.3299999,8.3299999,8.5699997,8.5699997
Mali,MLI,20200322,3,1,0,,2,1,,,0,,,,0,,3,,,,0,,2,1,1,0,0,0,,,,41.669998,41.669998,51.43,51.43
Myanmar,MMR,20200322,3,0,0,,2,1,3,1,0,,0,,0,,2,,,,0,,2,1,2,0,0,0,,,,44.84,44.84,45,45
Mongolia,MNG,20200322,3,1,2,1,2,1,0,,0,,0,,0,,3,,,,0,,2,1,1,2,0,0,,10,0,50.130001,50.130001,62.139999,62.139999
Mozambique,MOZ,20200322,0,,0,,1,1,,,0,,,,0,,2,0,,1,500000000,0,2,,1,1,0,0,,,,20.639999,20.639999,24.76,24.76
Mauritania,MRT,20200322,3,1,0,,2,1,4,1,0,,2,1,0,,2,,,,0,,2,1,0,0,0,0,,2,0,58.459999,58.459999,59.290001,59.290001
Mauritius,MUS,20200322,3,1,3,1,2,1,,,2,1,,,0,,3,,,,0,,0,,1,1,0,0,,14,1,52.779999,52.779999,65.709999,65.709999
Malawi,MWI,20200322,0,,0,,2,1,,,0,,,,0,,4,0,,0,0,0,2,1,0,0,0,0,,,,33.330002,33.330002,40,40
Malaysia,MYS,20200322,3,1,3,1,2,1,2,1,0,,0,,2,1,3,0,,0,0,0,2,1,1,1,0,0,,1183,4,71.029999,71.029999,80,80
Namibia,NAM,20200322,3,1,0,,2,1,3,1,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,,699,7,50.790001,50.790001,51.43,51.43
Niger,NER,20200322,3,1,0,,2,1,3,1,0,,,,0,,4,,,,0,,2,1,1,0,0,0,,1,0,53.57,53.57,54.290001,54.290001
Nigeria,NGA,20200322,3,0,1,0,2,0,3,0,0,,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,,22,0,43.93,43.93,46.669998,46.669998
Nicaragua,NIC,20200322,0,,0,,0,,,,0,,,,0,,1,,,,0,,2,0,1,0,0,0,,2,0,10.72,10.72,12.38,12.38
Netherlands,NLD,20200322,3,1,3,1,2,1,3,1,0,,1,1,1,1,3,2,0,0,0,0,2,1,1,1,0,0,,3631,136,74.860001,74.860001,75.239998,75.239998
Norway,NOR,20200322,3,1,1,1,2,1,2,1,1,1,0,,2,1,4,0,,2,0,0,2,1,1,0,0,0,,1926,7,75.660004,75.660004,85.239998,85.239998
New Zealand,NZL,20200322,0,,1,1,2,1,3,1,0,,1,1,1,1,4,2,0,0,0,0,2,1,1,1,0,0,,66,0,61.240002,61.240002,56.669998,56.669998
Oman,OMN,20200322,3,1,1,1,2,1,4,1,2,1,,,2,1,4,0,,0,0,0,2,1,2,2,0,,,52,0,83.599998,83.599998,90,90
Pakistan,PAK,20200322,3,1,0,,2,1,4,1,0,,0,,0,,4,,,,0,,2,1,1,1,0,0,,646,3,55.560001,55.560001,54.290001,54.290001
Panama,PAN,20200322,3,1,3,1,2,1,,,1,1,,,1,1,3,,,,0,,2,1,2,1,0,0,,245,3,67.059998,67.059998,84.760002,84.760002
Peru,PER,20200322,3,1,3,1,2,1,4,1,1,1,3,1,2,1,4,1,1,2,0,0,2,1,1,1,0,0,,318,5,96.029999,96.029999,92.379997,92.379997
Philippines,PHL,20200322,3,1,1,1,2,1,3,1,2,1,2,1,2,1,3,,,,0,,2,1,2,2,0,0,,380,25,87.300003,87.300003,87.139999,87.139999
Papua New Guinea,PNG,20200322,0,,0,,0,,2,1,0,,0,,0,,4,,,,0,,2,1,0,2,0,0,,1,0,29.360001,29.360001,34.290001,34.290001
Poland,POL,20200322,3,1,2,1,2,1,,,0,,,,1,1,4,,,,0,,2,1,1,0,0,0,,536,5,60.049999,60.049999,74.519997,74.519997
Puerto Rico,PRI,20200322,3,1,3,1,2,1,,,2,1,,,2,1,3,0,,2,0,0,2,1,1,0,0,0,,,,75,75,94.290001,94.290001
Portugal,PRT,20200322,3,1,1,1,2,0,,,1,1,,,1,1,3,,,,0,,2,1,1,2,0,0,,1280,12,58.599998,58.599998,72.860001,72.860001
Paraguay,PRY,20200322,3,1,3,1,2,1,4,1,2,0,2,1,2,1,3,,,,0,,2,1,2,1,0,0,,22,1,91.400002,91.400002,89.519997,89.519997
Palestine,PSE,20200322,3,1,3,1,2,1,4,1,2,1,2,0,2,1,4,0,,0,0,0,2,1,,,,,,52,0,94.18,94.18,97.139999,97.139999
Qatar,QAT,20200322,3,1,2,1,2,0,,,2,1,,,2,0,4,0,,0,0,0,1,1,1,2,0,0,,481,0,64.82,64.82,79.290001,79.290001
Romania,ROU,20200322,3,1,2,1,2,1,4,1,1,0,1,1,1,1,4,2,0,0,0,0,2,1,0,0,0,0,,367,0,80.949997,80.949997,79.290001,79.290001
Russia,RUS,20200322,3,0,0,,2,1,,,0,,,,2,1,3,,,,0,,2,1,1,2,0,0,,306,0,49.610001,49.610001,62.139999,62.139999
Rwanda,RWA,20200322,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,,,,0,,2,1,3,2,0,0,,17,0,100,100,97.139999,97.139999
Saudi Arabia,SAU,20200322,3,1,2,1,2,1,3,1,2,1,0,,2,0,4,0,,0,0,0,2,1,2,1,0,0,,392,0,81.089996,81.089996,88.809998,88.809998
Sudan,SDN,20200322,3,1,1,1,2,1,2,1,0,,,,0,,4,,,,0,,2,1,2,,0,0,,2,1,57.400002,57.400002,61.43,61.43
Singapore,SGP,20200322,0,,0,,2,1,2,1,0,,,,0,,3,0,,0,0,0,2,1,2,2,0,0,,432,2,37.700001,37.700001,37.139999,37.139999
Sierra Leone,SLE,20200322,0,,0,,2,1,3,1,0,,,,0,,3,,,,0,,2,1,0,0,0,0,,,,39.68,39.68,37.139999,37.139999
El Salvador,SLV,20200322,3,1,3,1,2,1,2,1,1,1,3,1,2,1,4,0,,1,0,0,2,1,1,1,0,0,,3,0,92.059998,92.059998,92.379997,92.379997
San Marino,SMR,20200322,3,1,1,1,2,1,,,2,1,,,2,1,2,,,,0,,2,1,2,,,0,,151,20,66.93,66.93,84.290001,84.290001
Serbia,SRB,20200322,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,0,,0,0,0,2,1,1,2,0,0,,149,1,100,100,97.139999,97.139999
South Sudan,SSD,20200322,3,1,0,,2,1,4,1,0,,0,,0,,3,,,,0,,2,1,2,0,0,0,,,,52.779999,52.779999,51.43,51.43
Slovak Republic,SVK,20200322,3,1,2,1,2,1,3,1,1,1,1,1,1,1,4,,,,0,,2,1,1,2,0,0,,178,0,82.139999,82.139999,84.050003,84.050003
Slovenia,SVN,20200322,3,1,3,1,2,1,4,1,2,1,1,1,0,,3,,,,0,,2,1,2,1,0,0,,383,1,80.82,80.82,87.139999,87.139999
Sweden,SWE,20200322,1,1,0,,0,,2,1,0,,0,,0,,3,2,0,0,0,0,2,1,1,2,0,0,,1746,20,32.400002,32.400002,38.57,38.57
Eswatini,SWZ,20200322,3,1,0,,2,1,3,1,1,1,0,,1,1,0,,,,,,2,1,1,1,0,,,1,0,56.740002,56.740002,61.900002,61.900002
Seychelles,SYC,20200322,3,0,0,,2,1,,,0,1,,,0,,3,,,,0,,2,1,2,2,0,0,,7,0,41.669998,41.669998,47.860001,47.860001
Syria,SYR,20200322,3,1,3,1,2,1,3,1,0,,0,,1,1,3,0,,0,0,0,2,1,0,0,0,0,,,,69.050003,69.050003,75.239998,75.239998
Chad,TCD,20200322,0,,0,,0,,3,1,0,,,,0,,2,,,0,0,,2,1,1,0,0,0,,2,0,25.790001,25.790001,31.43,31.43
Thailand,THA,20200322,3,1,2,1,2,0,3,1,0,,1,1,0,,2,,,,0,,2,1,1,1,0,0,,599,1,59.130001,59.130001,63.57,63.57
Trinidad and Tobago,TTO,20200322,3,1,2,1,2,1,3,1,0,,0,,0,,2,,,,0,,2,1,1,2,0,0,,49,0,56.48,56.48,59.290001,59.290001
Tunisia,TUN,20200322,3,1,3,1,2,1,,,2,1,,,2,1,3,,,,0,,2,1,1,1,0,0,,60,1,75,75,94.290001,94.290001
Turkey,TUR,20200322,3,1,1,1,2,1,,,1,0,2,1,2,1,3,0,,0,0,,2,1,2,1,0,0,,947,21,71.029999,71.029999,77.620003,77.620003
Tanzania,TZA,20200322,3,1,0,,2,0,3,1,0,,0,,0,,2,,,,0,,0,,0,1,0,0,,6,0,33.73,33.73,31.43,31.43
Uganda,UGA,20200322,3,1,0,,2,1,0,,0,,0,,1,1,3,,,,0,,2,1,1,0,0,0,,1,0,48.810001,48.810001,60.950001,60.950001
Ukraine,UKR,20200322,3,1,2,1,2,1,4,1,2,1,1,1,2,1,4,1,0,0,0,0,2,1,1,2,0,0,,41,3,92.059998,92.059998,93.57,93.57
Uruguay,URY,20200322,3,1,1,1,2,1,,,0,,1,1,1,1,3,1,0,2,0,0,2,1,1,1,,0,,135,0,60.439999,60.439999,68.099998,68.099998
United States,USA,20200322,3,0,3,0,2,0,2,0,1,0,2,0,2,0,3,0,,0,0,0,2,1,3,1,0,0,,26747,340,64.440002,64.440002,68.099998,68.099998
Uzbekistan,UZB,20200322,3,1,3,1,2,1,0,,2,0,0,,0,,4,2,0,0,0,0,2,1,1,2,0,0,,33,0,63.5,63.5,78.099998,78.099998
Venezuela,VEN,20200322,3,1,3,1,2,1,3,1,0,,2,1,2,1,4,,,,1,,2,1,1,0,1,0,,36,0,84.260002,84.260002,82.860001,82.860001
Vietnam,VNM,20200322,3,1,0,,1,1,0,,0,,0,,2,0,4,,,,0,,2,1,2,2,,0,,95,0,48.41,48.41,59.049999,59.049999
South Africa,ZAF,20200322,3,1,0,,2,1,3,1,0,,0,,1,1,3,,,,0,,2,1,1,2,0,0,,240,0,57.93,57.93,60.950001,60.950001
Zambia,ZMB,20200322,3,1,0,,0,,0,,0,,0,,0,,2,,,,0,,2,1,1,0,0,0,,2,0,27.780001,27.780001,34.290001,34.290001
Zimbabwe,ZWE,20200322,0,,0,,2,0,,,0,,,,0,,1,,,,0,,2,1,0,0,0,0,,2,0,21.83,21.83,26.67,26.67
Taiwan,TWN,20200322,1,0,0,,1,1,0,,0,,0,,0,,4,,,,0,,2,1,2,2,0,0,,153,2,32.009998,32.009998,38.810001,38.810001
Kosovo,RKS,20200322,3,1,2,1,2,1,3,1,2,1,2,0,2,0,4,,,,0,,2,1,1,1,0,0,,0,0,86.379997,86.379997,88.809998,88.809998
Aruba,ABW,20200323,3,1,2,1,0,,0,,0,,1,1,0,,3,0,,2,0,0,2,1,1,0,0,0,,,,44.84,44.84,55,55
Afghanistan,AFG,20200323,3,1,0,,2,1,0,,0,,0,,0,,1,,,,0,,2,1,1,1,0,0,,34,0,36.110001,36.110001,45.709999,45.709999
Angola,AGO,20200323,0,,0,,0,,0,,0,,0,,0,,4,0,,0,0,0,0,,1,0,0,0,,2,0,11.11,11.11,11.43,11.43
Albania,ALB,20200323,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,,,,0,,2,1,1,1,0,0,,89,2,84.389999,84.389999,85.239998,85.239998
Andorra,AND,20200323,3,1,3,1,1,1,0,,0,,1,1,0,,0,,,,0,,0,,1,0,0,0,,113,0,35.18,35.18,45.240002,45.240002
United Arab Emirates,ARE,20200323,3,1,1,0,2,1,0,,0,,2,1,2,1,3,0,,2,0,,2,1,1,2,0,0,,153,2,63.889999,63.889999,69.290001,69.290001
Argentina,ARG,20200323,3,1,3,1,2,1,4,1,2,1,3,1,2,1,4,,,,0,,2,1,1,1,0,0,,266,4,100,100,97.139999,97.139999
Australia,AUS,20200323,3,0,0,,2,0,2,1,0,,0,,2,0,3,1,1,,0,,2,1,1,1,0,0,,1709,7,50.41,50.41,52.619999,52.619999
Austria,AUT,20200323,3,1,3,1,2,1,4,1,1,1,1,1,2,0,3,2,1,2,0,0,2,1,2,,0,0,,3631,16,84.790001,84.790001,84.760002,84.760002
Azerbaijan,AZE,20200323,3,1,2,1,2,1,4,1,0,,0,,2,0,3,0,,0,0,0,2,1,2,1,0,0,,65,1,69.18,69.18,71.669998,71.669998
Burundi,BDI,20200323,0,,0,,0,,0,,0,,0,,0,,3,,,,0,,2,1,0,0,0,0,,,,19.440001,19.440001,22.860001,22.860001
Belgium,BEL,20200323,2,1,3,1,2,1,4,1,0,,2,1,2,1,4,,,,0,,2,1,1,1,0,0,,3401,75,83.599998,83.599998,79.290001,79.290001
Burkina Faso,BFA,20200323,3,1,3,0,2,1,1,1,2,1,2,1,2,1,4,,,,0,,2,1,1,2,0,0,,64,3,88.230003,88.230003,93.57,93.57
Bangladesh,BGD,20200323,3,1,3,0,2,1,4,1,2,0,2,0,2,0,2,0,,0,0,0,2,1,2,1,0,0,,27,3,79.110001,79.110001,78.330002,78.330002
Bulgaria,BGR,20200323,3,1,1,1,2,1,,,0,,,,2,1,3,0,,0,0,0,2,1,1,0,0,0,,185,3,58.599998,58.599998,72.860001,72.860001
Bahrain,BHR,20200323,3,1,2,1,2,1,4,1,0,,1,1,1,1,3,0,,0,0,0,2,1,2,2,0,0,,334,2,74.199997,74.199997,71.669998,71.669998
Bosnia and Herzegovina,BIH,20200323,3,1,3,1,2,1,4,1,2,1,3,0,2,1,3,,,,0,,2,1,2,0,0,0,,125,1,94.050003,94.050003,94.290001,94.290001
Belize,BLZ,20200323,3,1,1,0,2,1,3,1,0,,0,,0,,4,1,1,0,0,,2,1,0,0,0,0,,,,56.220001,56.220001,57.860001,57.860001
Bermuda,BMU,20200323,3,1,3,1,2,1,,,2,1,,,,,4,,,,0,,2,1,1,2,0,0,,6,0,66.669998,66.669998,82.860001,82.860001
Bolivia,BOL,20200323,3,1,3,0,2,1,4,1,2,1,2,1,2,1,3,,,,,,2,,0,1,,,,27,0,88.230003,88.230003,85.949997,85.949997
Brazil,BRA,20200323,3,0,3,0,2,0,3,0,2,0,1,0,2,0,3,,,,15641501267,,2,1,1,0,1560249503,0,,1546,25,67.739998,67.739998,72.860001,72.860001
